Training School,District,Ownership,Address,Course Code,Course Name,Start date,EndDate
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/11/2002,01/05/2005
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/05/2003,01/11/2005
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/11/2003,01/05/2006
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/05/2004,01/11/2006
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/11/2004,01/05/2007
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/11/2006,01/05/2009
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/07/2007,01/01/2010
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/11/2005,01/05/2008
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CN,Certificate in Nursing,01/05/2009,01/11/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DM,Diploma in Midwifery,01/05/2009,01/11/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DM,Diploma in Midwifery,01/11/2004,01/11/2007
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DM,Diploma in Midwifery,30/05/2005,30/05/2008
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DM,Diploma in Midwifery,30/05/2006,30/05/2009
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DM,Diploma in Midwifery,01/05/2007,01/05/2010
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DN,Diploma in Nursing,30/05/2005,30/05/2008
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DN,Diploma in Nursing,30/05/2006,30/05/2009
RUBAGA NURSING TRAINING SCHOOL,KAMPALA,PNFP,P.O. BOX 14130 - KAMPALA  0772 558 655 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
SALEEM BROTHERHOOD SCHOOL OF NURSING,MBALE,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
SALEEM BROTHERHOOD SCHOOL OF NURSING,MBALE,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
SALEEM BROTHERHOOD SCHOOL OF NURSING,MBALE,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/10/2005,01/10/2008
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/10/2007,01/10/2010
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2009,01/11/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/05/2010,01/05/2013
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2007,01/05/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/05/2008,01/05/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2010,01/11/2011
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2008,01/11/2011
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/05/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/05/2008,01/05/2011
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/11/2010,01/11/2011
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,,
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2011,01/11/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2011,01/11/2014
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2012,01/11/2015
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DN,Diploma in Nursing,01/11/2009,01/11/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DN,Diploma in Nursing,,
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/05/2001,01/05/2004
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2002,01/11/2005
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2003,01/11/2006
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/11/2006,01/11/2009
SOROTI SCHOOL OF COMPREHENSIVE NURSING,SOROTI,Government,P.O. BOX 38 - SOROTI  0782 405 989 ,DCN,Diploma in Comprehensive Nursing,01/06/2007,01/06/2010
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CN,Certificate in Midwifery,01/11/2011,01/05/2014
ST ELIZA NURSING SCHOOL,MUKONO,PFP,,CN,Certificate in Nursing,01/11/2011,01/05/2014
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CCN,Certificate In Comprehensive Nursing,30/05/2005,30/11/2007
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Midwifery,01/05/2004,01/11/2006
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Midwifery,01/05/2005,01/11/2007
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Midwifery,01/11/2005,01/05/2008
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Midwifery,01/11/2010,01/05/2013
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Midwifery,01/05/2010,01/11/2012
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/11/2003,01/05/2006
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/05/2004,01/11/2006
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/11/2004,01/05/2007
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/05/2005,01/11/2007
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/11/2005,01/05/2008
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/11/2006,01/05/2009
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/05/2009,01/11/2011
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/05/2010,01/11/2012
ST KALORI LWANGA NYAKIBALE SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 31 - RUKUNGIRI  0772 560 605 ,CN,Certificate in Nursing,01/11/2010,01/05/2013
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CCN,Certificate In Comprehensive Nursing,23/11/2006,23/05/2009
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/11/2003,01/05/2006
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2004,01/11/2006
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2005,01/05/2008
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2007,01/11/2009
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/11/2007,01/05/2010
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2009,01/11/2011
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/11/2008,01/05/2011
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2010,01/11/2012
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2014
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DM,Diploma in Midwifery,01/05/2005,01/05/2008
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DM,Diploma in Midwifery,01/04/2005,01/11/2006
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DM,Diploma in Midwifery,24/04/2006,01/11/2007
ST MARY'S MIDWIFERY SCHOOL - KALONGO,PADER,PNFP,P.O. BOX 47 - KALONG PADER  0772 440 173 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
ST. FRANCIS NYENGA SCHOOL OF  NURSING,BUYIKWE,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
ST. FRANCIS NYENGA SCHOOL OF  NURSING,BUYIKWE,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
ST. FRANCIS NYENGA SCHOOL OF  NURSING,BUYIKWE,PNFP,,CN,Certificate in Midwifery,01/05/2012,01/11/2014
ST. FRANCIS NYENGA SCHOOL OF  NURSING,BUYIKWE,PNFP,,CN,Certificate in Nursing,01/11/2010,01/05/2013
ST. FRANCIS NYENGA SCHOOL OF  NURSING,BUYIKWE,PNFP,,CN,Certificate in Nursing,01/05/2012,01/11/2014
ST. FRANCIS NYENGA SCHOOL OF  NURSING,BUYIKWE,PNFP,,CN,Certificate in Nursing,01/11/2011,01/05/2014
ST. JOHN SCHOOL OF NURSING,NTUNGAMO,PNFP,,CN,Certificate in Nursing,01/05/2010,01/11/2012
ST. JOHN SCHOOL OF NURSING,NTUNGAMO,PNFP,,CN,Certificate in Nursing,01/11/2010,01/05/2013
ST. JOHN SCHOOL OF NURSING,NTUNGAMO,PNFP,,CN,Certificate in Nursing,01/05/2009,01/05/2012
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Midwifery,01/05/2010,01/11/2012
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Midwifery,01/05/2010,01/05/2013
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/11/2004,01/05/2007
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/11/2005,01/05/2008
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,13/11/2006,13/05/2009
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/11/2007,01/05/2010
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/11/2008,01/05/2011
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/11/2009,01/05/2012
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/05/2010,01/11/2012
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/05/2011,01/11/2013
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
ST. KIZITO HOSPITAL - MATANY SCHOOL OF NURSING ,MOROTO,PNFP,P.O. 46 - MOROTO  0774 047 195 ,DN,Diploma in Nursing,01/05/2005,01/05/2008
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/11/2003,01/05/2006
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,28/11/2005,28/05/2008
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,03/11/2006,03/05/2009
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2014
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DN,Diploma in Nursing,28/05/2005,28/05/2008
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DN,Diploma in Nursing,19/05/2006,19/05/2009
